bytes	mtime_epoch	mime	shape	category	lane	git_blob	blob_in_canonical	cited_in_canonical_records	inspection	path
891	1786035048	text/plain	JSON	receipt/manifest/provenance	products	4cb67c7e90e1e6cd0582a04138e422e1dce9ec00	False			nd-unfolding/products/pet/bkgsub/cml/pet_s1_e43_bkgsub_5d_xsec.summary.json
891	1786035048	text/plain	JSON	receipt/manifest/provenance	products	4b2bbbc94384474c60e5ab098a7617a4c9513159	False			nd-unfolding/products/pet/bkgsub/cml/pet_s1_e44_bkgsub_5d_xsec.summary.json
891	1786035048	text/plain	JSON	receipt/manifest/provenance	products	e008900ebbf93aa285faf4875c5372adbfbadefd	False			nd-unfolding/products/pet/bkgsub/cml/pet_s2_e42_bkgsub_5d_xsec.summary.json
891	1786035048	text/plain	JSON	receipt/manifest/provenance	products	83d2b91331ce056c817b535b423beb76fe1e5bd5	False			nd-unfolding/products/pet/bkgsub/cml/pet_s2_e44_bkgsub_5d_xsec.summary.json
891	1786035048	text/plain	JSON	receipt/manifest/provenance	products	f896022984fa457c0747aa519bee0d883010dbca	False			nd-unfolding/products/pet/bkgsub/cml/pet_s3_e42_bkgsub_5d_xsec.summary.json
882	1786035048	text/plain	JSON	receipt/manifest/provenance	products	4e021d05cb76d4ce2fe3292ebc616d6bc43ff0c0	False			nd-unfolding/products/pet/bkgsub/pet_floor_bkgsub_5d_xsec.summary.json
836	1786452708	text/plain	JSON	receipt/manifest/provenance	orchestration	74858ec384251fff78eb2d28de9ca34574946c28	False			docs/orchestration/runs/agent-A-standard/20260811T125144Z-send-8fb6c30a.json
706	1786035047	text/plain	JSON	receipt/manifest/provenance	unassigned	9ec3aa7ac89c69b35998c6343f4e95d1a6eb1a4e	False			.mcp.json
671	1786384790	text/plain	TEXT	reproducible generated product/log/cache	unassigned	cdbd52f5760933479aa6996bbef37538c071d61f	False			log_fe_nominal_nominal.txt
670	1786395564	text/plain	TEXT	reproducible generated product/log/cache	unassigned	4a299a9b6131755fa49024a9a0d878d2cdc9cedd	False			log_fe_nominal_floor.txt
669	1786136951	text/plain	TEXT	reproducible generated product/log/cache	unassigned	f825bbbc64ccca34d35e5acb12e4205348655ff6	False			log_fe_powered.txt
669	1786446724	text/plain	TEXT	reproducible generated product/log/cache	PET (C)	19268132120055215294be6dd0331f007ab0e734	False			nd-unfolding/pet/log_fe_powered.txt
654	1786035059	text/x-python	CODE	human-authored source/config/doc	scratch	817100e01fd51eec029b1ea46fc224ddedca1507	False	0		scratch/verify_gate4_tests.py
637	1786035048	text/plain	JSON	receipt/manifest/provenance	products	3acd79c90bb8b007cf15726e5fb5fda575ac0427	False			nd-unfolding/products/pet/fps_envelope_5d/fps_gbdt_envelope_5d_summary.json
635	1786035048	text/plain	JSON	receipt/manifest/provenance	products	4e78ae752924d6b4e7955ea596e8ebd33a7af0c4	False			nd-unfolding/products/pet/fps_envelope_5d_xps/fps_gbdt_envelope_5d_summary.json
607	1786200026	text/plain	JSON	receipt/manifest/provenance	standard P4	f4bb8b0e4c3758aff12e1e6c77252a34434d8a4b	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_Muon_Energy_MINERvA_0.root.done
607	1786200700	text/plain	JSON	receipt/manifest/provenance	standard P4	4f4d28157c99335f5a6becb13e339c9ccf5e1e4e	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_Muon_Energy_MINERvA_1.root.done
605	1786201118	text/plain	JSON	receipt/manifest/provenance	standard P4	eec1b03a02a237bb01c03222d4e4528adf086375	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_Muon_Energy_MINOS_0.root.done
605	1786201143	text/plain	JSON	receipt/manifest/provenance	standard P4	9caed3fc0fd60c7dc2fcfb6f186b5d537a2ee4c2	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_Muon_Energy_MINOS_1.root.done
602	1786196794	text/plain	JSON	receipt/manifest/provenance	standard P4	5030581a76846fd0b41cdd1f6cf2fc883b1beaf5	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_MuonResolution_0.root.done
602	1786197536	text/plain	JSON	receipt/manifest/provenance	standard P4	d2be63c4b48f21a8f5bc507dbf945e5fa7eaf9df	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_MuonResolution_1.root.done
598	1786197733	text/plain	JSON	receipt/manifest/provenance	standard P4	1a23972113fd7a1ae00274387821178cc7948b91	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_BeamAngleX_0.root.done
598	1786197677	text/plain	JSON	receipt/manifest/provenance	standard P4	234bb5fc4754b33bfb1a7505cb5f338c078a1095	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_BeamAngleX_1.root.done
598	1786196505	text/plain	JSON	receipt/manifest/provenance	standard P4	f54f8b69682c5403d7fc6f564ec9433be6f84228	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_BeamAngleY_0.root.done
598	1786197748	text/plain	JSON	receipt/manifest/provenance	standard P4	7edf3076fe25b538ced888798ab93b8d6065c036	False			nd-unfolding/active_universe_5d/standard/unfolds/5d_xsec_MEFHC_5iter_lgbm_uni_full_BeamAngleY_1.root.done
581	1786035047	text/plain	TEXT	reproducible generated product/log/cache	unassigned	05cde1ad6d703ef9b880857ae3624796ad68194d	False			nd-unfolding/log_stress_full.txt
578	1786035047	text/plain	TEXT	reproducible generated product/log/cache	unassigned	815bbba4abe5ee3b96ee3eafd287988fd89d237a	False			nd-unfolding/log_stress_recoil.txt
523	1786490060	text/plain	JSON	receipt/manifest/provenance	PET (C)	a8bfe8e3e2ac551395fe43f4f104b2147105aa2a	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1D.root.hpss.json
523	1786490110	text/plain	JSON	receipt/manifest/provenance	PET (C)	5dd4b8edf538afc4b295d47abc1d9f7fc159848e	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1E.root.hpss.json
523	1786490181	text/plain	JSON	receipt/manifest/provenance	PET (C)	17bf293c7c67f1dbed1cdcefee7b190320de6e82	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1F.root.hpss.json
523	1786490240	text/plain	JSON	receipt/manifest/provenance	PET (C)	902aebf81683d629ffc936c70616d6f79beeb8fc	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1G.root.hpss.json
523	1786490332	text/plain	JSON	receipt/manifest/provenance	PET (C)	1bafdcb04ba98274eef26a7d940861dc08fe8e67	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1M.root.hpss.json
523	1786490381	text/plain	JSON	receipt/manifest/provenance	PET (C)	a531b1d3060cf32040e4e9a6d577263a2a056efb	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1N.root.hpss.json
523	1786490558	text/plain	JSON	receipt/manifest/provenance	PET (C)	9e65e93ef6efffd3944cb1280e65e288052c2db7	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1D.root.hpss.json
523	1786490612	text/plain	JSON	receipt/manifest/provenance	PET (C)	4c836f4f8b96eec33ba2f51e5c5f9a72058eb2e5	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1E.root.hpss.json
523	1786490686	text/plain	JSON	receipt/manifest/provenance	PET (C)	427b62d67a3642775dbc649545ab121a1da037fe	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1F.root.hpss.json
523	1786490750	text/plain	JSON	receipt/manifest/provenance	PET (C)	0127a6c824aeabc1b680009a35893107e6e12694	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1G.root.hpss.json
523	1786490842	text/plain	JSON	receipt/manifest/provenance	PET (C)	1e1fc859d6004449cda8a324f87f20745d0e56bb	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1M.root.hpss.json
523	1786490896	text/plain	JSON	receipt/manifest/provenance	PET (C)	9b0284a6ca0cbee29dce952d24c3adc4d203a416	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1N.root.hpss.json
521	1786489967	text/plain	JSON	receipt/manifest/provenance	PET (C)	6a394e9979b35c83e48d6069e23d094c33130920	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1A.root.hpss.json
521	1786489979	text/plain	JSON	receipt/manifest/provenance	PET (C)	83b6da6324c979f6bdcf39f7a46f1ce81fa01ea1	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1B.root.hpss.json
521	1786490000	text/plain	JSON	receipt/manifest/provenance	PET (C)	ec950d11396fd24582f15d734032ef5ff4441a79	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1C.root.hpss.json
521	1786490247	text/plain	JSON	receipt/manifest/provenance	PET (C)	50dd8bfed02aba26a041818e68e9c6976fb2a6c1	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1L.root.hpss.json
521	1786490396	text/plain	JSON	receipt/manifest/provenance	PET (C)	4a1902d6471fb96a41fad4e521c9506cb41a66e1	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1O.root.hpss.json
521	1786490418	text/plain	JSON	receipt/manifest/provenance	PET (C)	f092df8591a39de244e5a92cc83c59bbc8c51876	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_0_1P.root.hpss.json
521	1786490459	text/plain	JSON	receipt/manifest/provenance	PET (C)	2dab8e68eb9b4e0ddec14d92c0fc234cd92f6a48	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1A.root.hpss.json
521	1786490470	text/plain	JSON	receipt/manifest/provenance	PET (C)	7789c5d2a2b5f0cb47b07399a3dc363defc60eb7	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1B.root.hpss.json
521	1786490492	text/plain	JSON	receipt/manifest/provenance	PET (C)	a544a08a1d7edbb2248dca05b4c411648d0e431c	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1C.root.hpss.json
521	1786490757	text/plain	JSON	receipt/manifest/provenance	PET (C)	6934387cd9b895cefd62e150e05e8e1e00b886ed	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1L.root.hpss.json
521	1786490914	text/plain	JSON	receipt/manifest/provenance	PET (C)	e0f6d6ec503f2bd76f9811728a084e542bb8ac51	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1O.root.hpss.json
521	1786490935	text/plain	JSON	receipt/manifest/provenance	PET (C)	2dc2f235c9fd7a817d4046cf1972d772b84c4336	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINERvA_1_1P.root.hpss.json
519	1786491078	text/plain	JSON	receipt/manifest/provenance	PET (C)	ec9f827f1b6cebd35e9c039228af1992f5a2c9ab	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1D.root.hpss.json
519	1786491132	text/plain	JSON	receipt/manifest/provenance	PET (C)	88bc849fddd2a5cd3370b46b9d9dfd1172522fb9	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1E.root.hpss.json
519	1786491203	text/plain	JSON	receipt/manifest/provenance	PET (C)	b0628fabc034cde66b7ae5daf3112a1d60eac589	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1F.root.hpss.json
519	1786491266	text/plain	JSON	receipt/manifest/provenance	PET (C)	cc42a46d9bc65ff3f1a3c05aebece71cb5a520b1	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1G.root.hpss.json
519	1786491359	text/plain	JSON	receipt/manifest/provenance	PET (C)	75e83f9e232a93cf5439991985d0e03d6ff91e42	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1M.root.hpss.json
519	1786491410	text/plain	JSON	receipt/manifest/provenance	PET (C)	854f77f577c85ce87c71a04205b8fd722a4db5a7	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1N.root.hpss.json
519	1786491593	text/plain	JSON	receipt/manifest/provenance	PET (C)	04fffa2e1975b542f6996c2412768e5604f23400	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1D.root.hpss.json
519	1786491646	text/plain	JSON	receipt/manifest/provenance	PET (C)	fcfad6c8106e9b9d857651a110c5985c2b4d77cc	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1E.root.hpss.json
519	1786491719	text/plain	JSON	receipt/manifest/provenance	PET (C)	b68e56c19f3c44d81de3c6b37c1f440c873e289c	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1F.root.hpss.json
519	1786491780	text/plain	JSON	receipt/manifest/provenance	PET (C)	d952255358deae5e86fd39a0e79865723d0ccb31	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1G.root.hpss.json
519	1786491878	text/plain	JSON	receipt/manifest/provenance	PET (C)	5372314bcad3f11239090660878529d3320bfc4b	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1M.root.hpss.json
519	1786491929	text/plain	JSON	receipt/manifest/provenance	PET (C)	bcb188245c86fa6b3c7294822940e8470eadda0d	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1N.root.hpss.json
517	1786490978	text/plain	JSON	receipt/manifest/provenance	PET (C)	6dcaf93c190cea01356957711d054788eb2f4867	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1A.root.hpss.json
517	1786490990	text/plain	JSON	receipt/manifest/provenance	PET (C)	547af5ec22c9c0750f7bc0cf32b2bbeb6fad1b0e	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1B.root.hpss.json
517	1786491013	text/plain	JSON	receipt/manifest/provenance	PET (C)	4f30efa1b28b70b97d5d9607a8cb434e57a2f5a4	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1C.root.hpss.json
517	1786491273	text/plain	JSON	receipt/manifest/provenance	PET (C)	54eb5ac84c5ea2af8ed3389ddc3b48dee9b217e6	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1L.root.hpss.json
517	1786491427	text/plain	JSON	receipt/manifest/provenance	PET (C)	fcb943c2f4c24241c98c3ec48bd8d9ad836bd272	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1O.root.hpss.json
517	1786491449	text/plain	JSON	receipt/manifest/provenance	PET (C)	0ab918839178b67f809d2fa515e369adb4dd224f	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_0_1P.root.hpss.json
517	1786491494	text/plain	JSON	receipt/manifest/provenance	PET (C)	93533b59b944eee5a15c81cb44b455e40b26320f	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1A.root.hpss.json
517	1786491506	text/plain	JSON	receipt/manifest/provenance	PET (C)	0af5b91023a15f8e3ef515c3f87ae334954ebdea	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1B.root.hpss.json
517	1786491528	text/plain	JSON	receipt/manifest/provenance	PET (C)	29314f7894eb4829653f56216ec6d1f0914240d2	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1C.root.hpss.json
517	1786491787	text/plain	JSON	receipt/manifest/provenance	PET (C)	657606f0996eba92b01f33bf30f739e836450969	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1L.root.hpss.json
517	1786491945	text/plain	JSON	receipt/manifest/provenance	PET (C)	3487481fde688a75ebc88f2ba558e689e8fdd873	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1O.root.hpss.json
517	1786491967	text/plain	JSON	receipt/manifest/provenance	PET (C)	d5380993369401c11c0bcd7589eb61e8b7d91b52	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_Muon_Energy_MINOS_1_1P.root.hpss.json
513	1786492111	text/plain	JSON	receipt/manifest/provenance	PET (C)	f4310934bdf13657d15cd49fd1185cbfe928864c	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1D.root.hpss.json
513	1786492163	text/plain	JSON	receipt/manifest/provenance	PET (C)	0e0065a963a3baba2452e382023c413d40e9a282	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1E.root.hpss.json
513	1786492238	text/plain	JSON	receipt/manifest/provenance	PET (C)	df90ae787b911d6a796a1f5f6608ad5b2c57dd73	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1F.root.hpss.json
513	1786492297	text/plain	JSON	receipt/manifest/provenance	PET (C)	4b235cfd61d6170028e91a9122177e4542850d5f	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1G.root.hpss.json
513	1786492390	text/plain	JSON	receipt/manifest/provenance	PET (C)	c0f3b7f50b462abb823e7ea7388cbfda29c921e7	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1M.root.hpss.json
513	1786492441	text/plain	JSON	receipt/manifest/provenance	PET (C)	9b4a83549c35094592c90b417860aed5bc6bdee7	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1N.root.hpss.json
513	1786492614	text/plain	JSON	receipt/manifest/provenance	PET (C)	307b698bfe626b4987604958e6bc9bc2a6fc441d	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1D.root.hpss.json
513	1786492665	text/plain	JSON	receipt/manifest/provenance	PET (C)	2ccfe01970335730abca49c3cc58c38c018b2974	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1E.root.hpss.json
513	1786492733	text/plain	JSON	receipt/manifest/provenance	PET (C)	84ca6b9573ee4e2044b1e9dfa48bd3c5a3f03e89	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1F.root.hpss.json
513	1786492791	text/plain	JSON	receipt/manifest/provenance	PET (C)	cfe62c7ea56115e134f803aa1b78fb0d5fb9c4b4	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1G.root.hpss.json
513	1786492884	text/plain	JSON	receipt/manifest/provenance	PET (C)	143084fd33d8caab5c5e57226039d1a769928425	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1M.root.hpss.json
513	1786492935	text/plain	JSON	receipt/manifest/provenance	PET (C)	a96e3175948eb2108d77fd40f38cb654238fc2d8	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1N.root.hpss.json
511	1786492010	text/plain	JSON	receipt/manifest/provenance	PET (C)	a4d7861c9480d0869f4caa6e6c5e33d15aede5a9	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1A.root.hpss.json
511	1786492023	text/plain	JSON	receipt/manifest/provenance	PET (C)	311f7b2aa0f7a856d5fe41c11e0dab41d4e092ec	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1B.root.hpss.json
511	1786492046	text/plain	JSON	receipt/manifest/provenance	PET (C)	915c5d91a5ec29ff8c8e8cc9ad38ea7316af1b7b	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1C.root.hpss.json
511	1786492304	text/plain	JSON	receipt/manifest/provenance	PET (C)	2370f1f2d47a9856cc4f7039b63b35cefda693cf	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1L.root.hpss.json
511	1786492457	text/plain	JSON	receipt/manifest/provenance	PET (C)	5dc3e4aead2a951b57f38f4a7cb5482a719d1398	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1O.root.hpss.json
511	1786492477	text/plain	JSON	receipt/manifest/provenance	PET (C)	de614b66d26eb4525dde2bb5852cfa618e5fa671	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_0_1P.root.hpss.json
511	1786492518	text/plain	JSON	receipt/manifest/provenance	PET (C)	c248302280b3fb94299eba2e047c79c8a8cc1dc6	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1A.root.hpss.json
511	1786492531	text/plain	JSON	receipt/manifest/provenance	PET (C)	129daf3bd5c75595c01c9ce89f8162a4c8c4d52a	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1B.root.hpss.json
511	1786492553	text/plain	JSON	receipt/manifest/provenance	PET (C)	caef074dc9856d5eea9f7b8163a8f7eb7c1ee898	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1C.root.hpss.json
511	1786492798	text/plain	JSON	receipt/manifest/provenance	PET (C)	33c7a481376df004c7ddd5c3752f0225da3c6efd	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1L.root.hpss.json
511	1786492952	text/plain	JSON	receipt/manifest/provenance	PET (C)	ab2c0e6162bdf4ea42b7dc79453bbc8d70cacc93	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1O.root.hpss.json
511	1786492973	text/plain	JSON	receipt/manifest/provenance	PET (C)	2f2d241927c74a4675036c5df5493e27f2211882	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_MuonResolution_1_1P.root.hpss.json
505	1786488094	text/plain	JSON	receipt/manifest/provenance	PET (C)	baa3866b708d599b15b73f9bd0189e7cac569d7b	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1D.root.hpss.json
505	1786488142	text/plain	JSON	receipt/manifest/provenance	PET (C)	6d6f0e1b38cbdae7d1b38360d52cfee4e37f4c08	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1E.root.hpss.json
505	1786488211	text/plain	JSON	receipt/manifest/provenance	PET (C)	8a360f7f7d7acc272584fe99ca1cd8f45b6049ba	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1F.root.hpss.json
505	1786488267	text/plain	JSON	receipt/manifest/provenance	PET (C)	464966fc1b4c71dc87f5fd3258741c0986f72522	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1G.root.hpss.json
505	1786488359	text/plain	JSON	receipt/manifest/provenance	PET (C)	db2c139c492c206c059506ebc6b3a887e2f34f56	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1M.root.hpss.json
505	1786488408	text/plain	JSON	receipt/manifest/provenance	PET (C)	91e27ea42eb26f32f5d6b4efb90acab678ddff1c	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_0_1N.root.hpss.json
505	1786488580	text/plain	JSON	receipt/manifest/provenance	PET (C)	131d43a8bf0f61b63364d0f9209517d59b7c80f5	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_1_1D.root.hpss.json
505	1786488631	text/plain	JSON	receipt/manifest/provenance	PET (C)	654211eca9aa60fc44c50a2a056f16bb09e8e172	False			nd-unfolding/p3f_pet_fullevent/hpss_markers/runEventLoopOmniFold_P3F_PET_FE_BeamAngleX_1_1E.root.hpss.json
